review_id,review_text,stars,sentiment
MOCK_001551,complete waste of money nothing like the description not worth the price,1,0
MOCK_001552,works perfectly highly recommend to everyone very disappointing,4,1
MOCK_001553,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_001554,outstanding product five stars without hesitation highly recommended,4,1
MOCK_001555,fantastic build quality and great value for money would buy again,5,1
MOCK_001556,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_001557,returned it immediately total garbage not worth the price,1,0
MOCK_001558,incredible product customer service was excellent too very disappointing,5,1
MOCK_001559,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_001560,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001561,complete waste of money nothing like the description would buy again,2,0
MOCK_001562,very disappointed the quality is extremely poor very pleased overall,2,0
MOCK_001563,exceeded my expectations will definitely buy again not worth the price,5,1
MOCK_001564,outstanding product five stars without hesitation very disappointing,5,1
MOCK_001565,cheap materials and poorly made would not recommend a solid choice,1,0
MOCK_001566,love this item it has made my life so much easier highly recommended,4,1
MOCK_001567,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_001568,incredible product customer service was excellent too very pleased overall,4,1
MOCK_001569,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001570,terrible product broke after just one week of use very disappointing,1,0
MOCK_001571,complete waste of money nothing like the description a solid choice,2,0
MOCK_001572,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_001573,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_001574,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_001575,fantastic build quality and great value for money not worth the price,4,1
MOCK_001576,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_001577,returned it immediately total garbage a solid choice,2,0
MOCK_001578,incredible product customer service was excellent too highly recommended,5,1
MOCK_001579,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_001580,terrible product broke after just one week of use very pleased overall,2,0
MOCK_001581,complete waste of money nothing like the description not worth the price,1,0
MOCK_001582,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_001583,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_001584,outstanding product five stars without hesitation highly recommended,5,1
MOCK_001585,fantastic build quality and great value for money would buy again,5,1
MOCK_001586,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_001587,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_001588,incredible product customer service was excellent too very disappointing,4,1
MOCK_001589,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_001590,terrible product broke after just one week of use highly recommended,1,0
MOCK_001591,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001592,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_001593,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_001594,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_001595,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_001596,love this item it has made my life so much easier highly recommended,4,1
MOCK_001597,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_001598,worst purchase ever falls apart after minimal use very pleased overall,2,0
MOCK_001599,best purchase i have made in a long time truly impressive not worth the price,4,1
MOCK_001600,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_001601,great quality and fast shipping very happy with this purchase a solid choice,4,1
MOCK_001602,very disappointed the quality is extremely poor highly recommended,2,0
MOCK_001603,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_001604,awful experience arrived damaged and customer support ignored me very pleased overall,1,0
MOCK_001605,fantastic build quality and great value for money not worth the price,4,1
MOCK_001606,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_001607,perfect fit and exactly as described very satisfied a solid choice,4,1
MOCK_001608,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_001609,best purchase i have made in a long time truly impressive would buy again,4,1
MOCK_001610,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_001611,great quality and fast shipping very happy with this purchase not worth the price,5,1
MOCK_001612,works perfectly highly recommend to everyone very disappointing,5,1
MOCK_001613,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_001614,outstanding product five stars without hesitation highly recommended,5,1
MOCK_001615,fantastic build quality and great value for money would buy again,4,1
MOCK_001616,love this item it has made my life so much easier very pleased overall,4,1
MOCK_001617,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_001618,worst purchase ever falls apart after minimal use very disappointing,2,0
MOCK_001619,best purchase i have made in a long time truly impressive a solid choice,4,1
MOCK_001620,terrible product broke after just one week of use highly recommended,1,0
MOCK_001621,great quality and fast shipping very happy with this purchase would buy again,5,1
MOCK_001622,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_001623,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_001624,awful experience arrived damaged and customer support ignored me very disappointing,1,0
MOCK_001625,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_001626,this product is a scam nothing works as advertised highly recommended,1,0
MOCK_001627,returned it immediately total garbage would buy again,1,0
MOCK_001628,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_001629,best purchase i have made in a long time truly impressive not worth the price,4,1
MOCK_001630,terrible product broke after just one week of use very disappointing,1,0
MOCK_001631,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_001632,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_001633,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_001634,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_001635,cheap materials and poorly made would not recommend not worth the price,1,0
MOCK_001636,love this item it has made my life so much easier very disappointing,4,1
MOCK_001637,returned it immediately total garbage a solid choice,2,0
MOCK_001638,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_001639,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_001640,terrible product broke after just one week of use very pleased overall,2,0
MOCK_001641,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_001642,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_001643,do not buy this it stopped working immediately a solid choice,1,0
MOCK_001644,awful experience arrived damaged and customer support ignored me highly recommended,1,0
MOCK_001645,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_001646,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_001647,returned it immediately total garbage not worth the price,2,0
MOCK_001648,worst purchase ever falls apart after minimal use very disappointing,2,0
MOCK_001649,best purchase i have made in a long time truly impressive a solid choice,5,1
MOCK_001650,this product is absolutely amazing exactly what i needed highly recommended,4,1
MOCK_001651,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001652,very disappointed the quality is extremely poor very pleased overall,1,0
MOCK_001653,do not buy this it stopped working immediately not worth the price,1,0
MOCK_001654,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_001655,fantastic build quality and great value for money a solid choice,4,1
MOCK_001656,love this item it has made my life so much easier highly recommended,4,1
MOCK_001657,returned it immediately total garbage would buy again,2,0
MOCK_001658,incredible product customer service was excellent too very pleased overall,4,1
MOCK_001659,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001660,terrible product broke after just one week of use very disappointing,1,0
MOCK_001661,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_001662,very disappointed the quality is extremely poor highly recommended,2,0
MOCK_001663,do not buy this it stopped working immediately would buy again,1,0
MOCK_001664,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_001665,fantastic build quality and great value for money not worth the price,5,1
MOCK_001666,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_001667,returned it immediately total garbage a solid choice,1,0
MOCK_001668,incredible product customer service was excellent too highly recommended,4,1
MOCK_001669,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_001670,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_001671,complete waste of money nothing like the description not worth the price,2,0
MOCK_001672,works perfectly highly recommend to everyone very disappointing,5,1
MOCK_001673,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_001674,awful experience arrived damaged and customer support ignored me highly recommended,2,0
MOCK_001675,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_001676,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_001677,perfect fit and exactly as described very satisfied not worth the price,4,1
MOCK_001678,worst purchase ever falls apart after minimal use very disappointing,2,0
MOCK_001679,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_001680,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001681,complete waste of money nothing like the description would buy again,2,0
MOCK_001682,very disappointed the quality is extremely poor very pleased overall,2,0
MOCK_001683,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_001684,awful experience arrived damaged and customer support ignored me very disappointing,1,0
MOCK_001685,fantastic build quality and great value for money a solid choice,4,1
MOCK_001686,this product is a scam nothing works as advertised highly recommended,2,0
MOCK_001687,perfect fit and exactly as described very satisfied would buy again,5,1
MOCK_001688,incredible product customer service was excellent too very pleased overall,5,1
MOCK_001689,best purchase i have made in a long time truly impressive not worth the price,4,1
MOCK_001690,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_001691,great quality and fast shipping very happy with this purchase a solid choice,5,1
MOCK_001692,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_001693,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_001694,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_001695,cheap materials and poorly made would not recommend not worth the price,2,0
MOCK_001696,love this item it has made my life so much easier very disappointing,4,1
MOCK_001697,returned it immediately total garbage a solid choice,2,0
MOCK_001698,worst purchase ever falls apart after minimal use highly recommended,2,0
MOCK_001699,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_001700,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_001701,complete waste of money nothing like the description not worth the price,2,0
MOCK_001702,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_001703,do not buy this it stopped working immediately a solid choice,2,0
MOCK_001704,outstanding product five stars without hesitation highly recommended,4,1
MOCK_001705,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_001706,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_001707,perfect fit and exactly as described very satisfied not worth the price,4,1
MOCK_001708,incredible product customer service was excellent too very disappointing,5,1
MOCK_001709,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_001710,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001711,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001712,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_001713,do not buy this it stopped working immediately not worth the price,2,0
MOCK_001714,outstanding product five stars without hesitation very disappointing,4,1
MOCK_001715,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_001716,this product is a scam nothing works as advertised highly recommended,1,0
MOCK_001717,returned it immediately total garbage would buy again,2,0
MOCK_001718,worst purchase ever falls apart after minimal use very pleased overall,2,0
MOCK_001719,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_001720,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_001721,complete waste of money nothing like the description a solid choice,1,0
MOCK_001722,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_001723,do not buy this it stopped working immediately would buy again,2,0
MOCK_001724,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_001725,cheap materials and poorly made would not recommend not worth the price,1,0
MOCK_001726,this product is a scam nothing works as advertised very disappointing,1,0
MOCK_001727,perfect fit and exactly as described very satisfied a solid choice,5,1
MOCK_001728,incredible product customer service was excellent too highly recommended,4,1
MOCK_001729,best purchase i have made in a long time truly impressive would buy again,4,1
MOCK_001730,terrible product broke after just one week of use very pleased overall,2,0
MOCK_001731,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_001732,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_001733,exceeded my expectations will definitely buy again a solid choice,4,1
MOCK_001734,outstanding product five stars without hesitation highly recommended,5,1
MOCK_001735,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_001736,love this item it has made my life so much easier very pleased overall,5,1
MOCK_001737,returned it immediately total garbage not worth the price,1,0
MOCK_001738,incredible product customer service was excellent too very disappointing,5,1
MOCK_001739,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_001740,this product is absolutely amazing exactly what i needed highly recommended,4,1
MOCK_001741,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001742,very disappointed the quality is extremely poor very pleased overall,1,0
MOCK_001743,do not buy this it stopped working immediately not worth the price,2,0
MOCK_001744,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_001745,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_001746,this product is a scam nothing works as advertised highly recommended,2,0
MOCK_001747,perfect fit and exactly as described very satisfied would buy again,5,1
MOCK_001748,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_001749,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001750,terrible product broke after just one week of use very disappointing,2,0
MOCK_001751,complete waste of money nothing like the description a solid choice,1,0
MOCK_001752,very disappointed the quality is extremely poor highly recommended,2,0
MOCK_001753,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_001754,awful experience arrived damaged and customer support ignored me very pleased overall,1,0
MOCK_001755,fantastic build quality and great value for money not worth the price,5,1
MOCK_001756,this product is a scam nothing works as advertised very disappointing,1,0
MOCK_001757,returned it immediately total garbage a solid choice,2,0
MOCK_001758,worst purchase ever falls apart after minimal use highly recommended,2,0
MOCK_001759,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_001760,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_001761,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_001762,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_001763,do not buy this it stopped working immediately a solid choice,1,0
MOCK_001764,awful experience arrived damaged and customer support ignored me highly recommended,1,0
MOCK_001765,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_001766,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_001767,returned it immediately total garbage not worth the price,1,0
MOCK_001768,worst purchase ever falls apart after minimal use very disappointing,1,0
MOCK_001769,best purchase i have made in a long time truly impressive a solid choice,5,1
MOCK_001770,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001771,complete waste of money nothing like the description would buy again,2,0
MOCK_001772,very disappointed the quality is extremely poor very pleased overall,2,0
MOCK_001773,do not buy this it stopped working immediately not worth the price,2,0
MOCK_001774,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_001775,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_001776,love this item it has made my life so much easier highly recommended,5,1
MOCK_001777,returned it immediately total garbage would buy again,1,0
MOCK_001778,incredible product customer service was excellent too very pleased overall,4,1
MOCK_001779,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001780,terrible product broke after just one week of use very disappointing,1,0
MOCK_001781,complete waste of money nothing like the description a solid choice,2,0
MOCK_001782,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_001783,do not buy this it stopped working immediately would buy again,1,0
MOCK_001784,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_001785,fantastic build quality and great value for money not worth the price,5,1
MOCK_001786,love this item it has made my life so much easier very disappointing,4,1
MOCK_001787,perfect fit and exactly as described very satisfied a solid choice,5,1
MOCK_001788,incredible product customer service was excellent too highly recommended,5,1
MOCK_001789,best purchase i have made in a long time truly impressive would buy again,4,1
MOCK_001790,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_001791,complete waste of money nothing like the description not worth the price,1,0
MOCK_001792,works perfectly highly recommend to everyone very disappointing,4,1
MOCK_001793,do not buy this it stopped working immediately a solid choice,2,0
MOCK_001794,outstanding product five stars without hesitation highly recommended,5,1
MOCK_001795,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_001796,love this item it has made my life so much easier very pleased overall,5,1
MOCK_001797,returned it immediately total garbage not worth the price,1,0
MOCK_001798,worst purchase ever falls apart after minimal use very disappointing,2,0
MOCK_001799,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_001800,terrible product broke after just one week of use highly recommended,2,0
MOCK_001801,complete waste of money nothing like the description would buy again,2,0
MOCK_001802,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_001803,do not buy this it stopped working immediately not worth the price,2,0
MOCK_001804,outstanding product five stars without hesitation very disappointing,5,1
MOCK_001805,fantastic build quality and great value for money a solid choice,5,1
MOCK_001806,love this item it has made my life so much easier highly recommended,4,1
MOCK_001807,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_001808,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_001809,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001810,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_001811,complete waste of money nothing like the description a solid choice,1,0
MOCK_001812,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_001813,exceeded my expectations will definitely buy again would buy again,4,1
MOCK_001814,outstanding product five stars without hesitation very pleased overall,5,1
MOCK_001815,cheap materials and poorly made would not recommend not worth the price,2,0
MOCK_001816,this product is a scam nothing works as advertised very disappointing,2,0
MOCK_001817,perfect fit and exactly as described very satisfied a solid choice,4,1
MOCK_001818,incredible product customer service was excellent too highly recommended,4,1
MOCK_001819,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_001820,this product is absolutely amazing exactly what i needed very pleased overall,5,1
MOCK_001821,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_001822,works perfectly highly recommend to everyone very disappointing,5,1
MOCK_001823,exceeded my expectations will definitely buy again a solid choice,5,1
MOCK_001824,outstanding product five stars without hesitation highly recommended,5,1
MOCK_001825,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_001826,this product is a scam nothing works as advertised very pleased overall,2,0
MOCK_001827,perfect fit and exactly as described very satisfied not worth the price,4,1
MOCK_001828,incredible product customer service was excellent too very disappointing,5,1
MOCK_001829,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_001830,this product is absolutely amazing exactly what i needed highly recommended,4,1
MOCK_001831,great quality and fast shipping very happy with this purchase would buy again,5,1
MOCK_001832,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_001833,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_001834,awful experience arrived damaged and customer support ignored me very disappointing,1,0
MOCK_001835,cheap materials and poorly made would not recommend a solid choice,1,0
MOCK_001836,love this item it has made my life so much easier highly recommended,4,1
MOCK_001837,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_001838,worst purchase ever falls apart after minimal use very pleased overall,2,0
MOCK_001839,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_001840,this product is absolutely amazing exactly what i needed very disappointing,4,1
MOCK_001841,complete waste of money nothing like the description a solid choice,2,0
MOCK_001842,works perfectly highly recommend to everyone highly recommended,4,1
MOCK_001843,do not buy this it stopped working immediately would buy again,2,0
MOCK_001844,outstanding product five stars without hesitation very pleased overall,4,1
MOCK_001845,cheap materials and poorly made would not recommend not worth the price,2,0
MOCK_001846,this product is a scam nothing works as advertised very disappointing,1,0
MOCK_001847,returned it immediately total garbage a solid choice,2,0
MOCK_001848,worst purchase ever falls apart after minimal use highly recommended,1,0
MOCK_001849,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_001850,terrible product broke after just one week of use very pleased overall,1,0
MOCK_001851,complete waste of money nothing like the description not worth the price,2,0
MOCK_001852,works perfectly highly recommend to everyone very disappointing,5,1
MOCK_001853,do not buy this it stopped working immediately a solid choice,2,0
MOCK_001854,awful experience arrived damaged and customer support ignored me highly recommended,2,0
MOCK_001855,cheap materials and poorly made would not recommend would buy again,2,0
MOCK_001856,love this item it has made my life so much easier very pleased overall,4,1
MOCK_001857,perfect fit and exactly as described very satisfied not worth the price,4,1
MOCK_001858,worst purchase ever falls apart after minimal use very disappointing,1,0
MOCK_001859,best purchase i have made in a long time truly impressive a solid choice,4,1
MOCK_001860,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001861,great quality and fast shipping very happy with this purchase would buy again,5,1
MOCK_001862,very disappointed the quality is extremely poor very pleased overall,2,0
MOCK_001863,do not buy this it stopped working immediately not worth the price,2,0
MOCK_001864,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_001865,fantastic build quality and great value for money a solid choice,5,1
MOCK_001866,this product is a scam nothing works as advertised highly recommended,2,0
MOCK_001867,returned it immediately total garbage would buy again,1,0
MOCK_001868,worst purchase ever falls apart after minimal use very pleased overall,2,0
MOCK_001869,best purchase i have made in a long time truly impressive not worth the price,5,1
MOCK_001870,terrible product broke after just one week of use very disappointing,1,0
MOCK_001871,great quality and fast shipping very happy with this purchase a solid choice,4,1
MOCK_001872,very disappointed the quality is extremely poor highly recommended,2,0
MOCK_001873,do not buy this it stopped working immediately would buy again,2,0
MOCK_001874,outstanding product five stars without hesitation very pleased overall,5,1
MOCK_001875,fantastic build quality and great value for money not worth the price,5,1
MOCK_001876,love this item it has made my life so much easier very disappointing,4,1
MOCK_001877,returned it immediately total garbage a solid choice,1,0
MOCK_001878,incredible product customer service was excellent too highly recommended,5,1
MOCK_001879,misleading product photos looks nothing like what arrived would buy again,2,0
MOCK_001880,terrible product broke after just one week of use very pleased overall,2,0
MOCK_001881,great quality and fast shipping very happy with this purchase not worth the price,5,1
MOCK_001882,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_001883,exceeded my expectations will definitely buy again a solid choice,5,1
MOCK_001884,outstanding product five stars without hesitation highly recommended,4,1
MOCK_001885,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_001886,love this item it has made my life so much easier very pleased overall,4,1
MOCK_001887,returned it immediately total garbage not worth the price,1,0
MOCK_001888,incredible product customer service was excellent too very disappointing,5,1
MOCK_001889,best purchase i have made in a long time truly impressive a solid choice,4,1
MOCK_001890,terrible product broke after just one week of use highly recommended,1,0
MOCK_001891,complete waste of money nothing like the description would buy again,2,0
MOCK_001892,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_001893,do not buy this it stopped working immediately not worth the price,1,0
MOCK_001894,outstanding product five stars without hesitation very disappointing,4,1
MOCK_001895,cheap materials and poorly made would not recommend a solid choice,1,0
MOCK_001896,this product is a scam nothing works as advertised highly recommended,2,0
MOCK_001897,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_001898,incredible product customer service was excellent too very pleased overall,4,1
MOCK_001899,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001900,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_001901,great quality and fast shipping very happy with this purchase a solid choice,4,1
MOCK_001902,very disappointed the quality is extremely poor highly recommended,2,0
MOCK_001903,do not buy this it stopped working immediately would buy again,1,0
MOCK_001904,outstanding product five stars without hesitation very pleased overall,5,1
MOCK_001905,cheap materials and poorly made would not recommend not worth the price,1,0
MOCK_001906,love this item it has made my life so much easier very disappointing,4,1
MOCK_001907,returned it immediately total garbage a solid choice,1,0
MOCK_001908,worst purchase ever falls apart after minimal use highly recommended,2,0
MOCK_001909,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_001910,terrible product broke after just one week of use very pleased overall,1,0
MOCK_001911,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_001912,works perfectly highly recommend to everyone very disappointing,5,1
MOCK_001913,do not buy this it stopped working immediately a solid choice,2,0
MOCK_001914,outstanding product five stars without hesitation highly recommended,4,1
MOCK_001915,fantastic build quality and great value for money would buy again,4,1
MOCK_001916,love this item it has made my life so much easier very pleased overall,5,1
MOCK_001917,returned it immediately total garbage not worth the price,2,0
MOCK_001918,worst purchase ever falls apart after minimal use very disappointing,2,0
MOCK_001919,best purchase i have made in a long time truly impressive a solid choice,5,1
MOCK_001920,this product is absolutely amazing exactly what i needed highly recommended,4,1
MOCK_001921,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001922,works perfectly highly recommend to everyone very pleased overall,4,1
MOCK_001923,exceeded my expectations will definitely buy again not worth the price,4,1
MOCK_001924,outstanding product five stars without hesitation very disappointing,4,1
MOCK_001925,fantastic build quality and great value for money a solid choice,4,1
MOCK_001926,this product is a scam nothing works as advertised highly recommended,1,0
MOCK_001927,returned it immediately total garbage would buy again,2,0
MOCK_001928,worst purchase ever falls apart after minimal use very pleased overall,1,0
MOCK_001929,misleading product photos looks nothing like what arrived not worth the price,1,0
MOCK_001930,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_001931,complete waste of money nothing like the description a solid choice,2,0
MOCK_001932,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_001933,exceeded my expectations will definitely buy again would buy again,5,1
MOCK_001934,awful experience arrived damaged and customer support ignored me very pleased overall,2,0
MOCK_001935,cheap materials and poorly made would not recommend not worth the price,1,0
MOCK_001936,love this item it has made my life so much easier very disappointing,4,1
MOCK_001937,perfect fit and exactly as described very satisfied a solid choice,5,1
MOCK_001938,incredible product customer service was excellent too highly recommended,4,1
MOCK_001939,misleading product photos looks nothing like what arrived would buy again,1,0
MOCK_001940,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_001941,great quality and fast shipping very happy with this purchase not worth the price,4,1
MOCK_001942,very disappointed the quality is extremely poor very disappointing,1,0
MOCK_001943,do not buy this it stopped working immediately a solid choice,1,0
MOCK_001944,awful experience arrived damaged and customer support ignored me highly recommended,2,0
MOCK_001945,fantastic build quality and great value for money would buy again,5,1
MOCK_001946,this product is a scam nothing works as advertised very pleased overall,1,0
MOCK_001947,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_001948,incredible product customer service was excellent too very disappointing,4,1
MOCK_001949,misleading product photos looks nothing like what arrived a solid choice,2,0
MOCK_001950,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001951,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001952,works perfectly highly recommend to everyone very pleased overall,5,1
MOCK_001953,exceeded my expectations will definitely buy again not worth the price,5,1
MOCK_001954,awful experience arrived damaged and customer support ignored me very disappointing,2,0
MOCK_001955,cheap materials and poorly made would not recommend a solid choice,2,0
MOCK_001956,this product is a scam nothing works as advertised highly recommended,2,0
MOCK_001957,perfect fit and exactly as described very satisfied would buy again,4,1
MOCK_001958,worst purchase ever falls apart after minimal use very pleased overall,2,0
MOCK_001959,misleading product photos looks nothing like what arrived not worth the price,2,0
MOCK_001960,this product is absolutely amazing exactly what i needed very disappointing,5,1
MOCK_001961,complete waste of money nothing like the description a solid choice,1,0
MOCK_001962,works perfectly highly recommend to everyone highly recommended,5,1
MOCK_001963,exceeded my expectations will definitely buy again would buy again,4,1
MOCK_001964,outstanding product five stars without hesitation very pleased overall,5,1
MOCK_001965,fantastic build quality and great value for money not worth the price,4,1
MOCK_001966,love this item it has made my life so much easier very disappointing,5,1
MOCK_001967,returned it immediately total garbage a solid choice,2,0
MOCK_001968,incredible product customer service was excellent too highly recommended,4,1
MOCK_001969,best purchase i have made in a long time truly impressive would buy again,5,1
MOCK_001970,this product is absolutely amazing exactly what i needed very pleased overall,4,1
MOCK_001971,great quality and fast shipping very happy with this purchase not worth the price,5,1
MOCK_001972,very disappointed the quality is extremely poor very disappointing,2,0
MOCK_001973,do not buy this it stopped working immediately a solid choice,1,0
MOCK_001974,outstanding product five stars without hesitation highly recommended,4,1
MOCK_001975,cheap materials and poorly made would not recommend would buy again,1,0
MOCK_001976,love this item it has made my life so much easier very pleased overall,4,1
MOCK_001977,perfect fit and exactly as described very satisfied not worth the price,5,1
MOCK_001978,incredible product customer service was excellent too very disappointing,5,1
MOCK_001979,misleading product photos looks nothing like what arrived a solid choice,1,0
MOCK_001980,this product is absolutely amazing exactly what i needed highly recommended,5,1
MOCK_001981,great quality and fast shipping very happy with this purchase would buy again,4,1
MOCK_001982,very disappointed the quality is extremely poor very pleased overall,2,0
